"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C03137V03789","Type of Cattle","C02196V04140","Region and County","UNIT","VALUE"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE05122","Tipperary","000 Head","180.4"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE052","South-East","000 Head","292.7"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE05201","Carlow","000 Head","18"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE05207","Kilkenny","000 Head","101"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE05214","Wexford","000 Head","83.7"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE05225","Waterford","000 Head","89.9"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE053","South-West","000 Head","491.5"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE05316","Cork","000 Head","389.1"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE05319","Kerry","000 Head","102.4"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE06","Eastern and Midland","000 Head","265.7"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE061","Dublin","000 Head","3"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE06106","Dublin and Mid-East","000 Head","136.3"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE06206","Kildare","000 Head","20.5"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE06210","Louth","000 Head","19"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE06211","Meath","000 Head","67.2"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE06215","Wicklow","000 Head","26.6"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE063","Midland","000 Head","129.3"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE06308","Laois","000 Head","50.3"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE06309","Longford","000 Head","11.8"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE06312","Offaly","000 Head","35.7"
"AAA10","Number of Cattle in June","2020","2020","02","Dairy cows","IE06313","Westmeath","000 Head","31.5"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","-","State","000 Head","983.3"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE04","Northern and Western","000 Head","395.8"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE041","Border","000 Head","168"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE04128","Leitrim","000 Head","23.8"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE04131","Sligo","000 Head","30.4"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE04132","Cavan","000 Head","42.8"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE04133","Donegal","000 Head","39.7"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE04134","Monaghan","000 Head","31.3"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE042","West","000 Head","227.8"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE04225","Galway","000 Head","100.1"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE04229","Mayo","000 Head","74.2"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE04230","Roscommon","000 Head","53.6"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE05","Southern","000 Head","373"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE051","Mid-West","000 Head","160.2"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE05116","Clare","000 Head","70.9"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE05118","Limerick","000 Head","36.1"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE05122","Tipperary","000 Head","53.2"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE052","South-East","000 Head","94"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE05201","Carlow","000 Head","15"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE05207","Kilkenny","000 Head","30.8"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE05214","Wexford","000 Head","29.7"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE05225","Waterford","000 Head","18.5"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE053","South-West","000 Head","118.8"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE05316","Cork","000 Head","72.2"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE05319","Kerry","000 Head","46.6"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE06","Eastern and Midland","000 Head","214.5"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE061","Dublin","000 Head","3.7"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE06106","Dublin and Mid-East","000 Head","89.9"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE06206","Kildare","000 Head","17.7"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE06210","Louth","000 Head","11.7"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE06211","Meath","000 Head","35.7"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE06215","Wicklow","000 Head","21.1"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE063","Midland","000 Head","124.6"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE06308","Laois","000 Head","30.9"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE06309","Longford","000 Head","25.6"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE06312","Offaly","000 Head","30.2"
"AAA10","Number of Cattle in June","2020","2020","03","Other cows","IE06313","Westmeath","000 Head","38"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","-","State","000 Head","52.2"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE04","Northern and Western","000 Head","16.7"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE041","Border","000 Head","7.7"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE04128","Leitrim","000 Head","1"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE04131","Sligo","000 Head","1"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE04132","Cavan","000 Head","2.1"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE04133","Donegal","000 Head","1.9"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE04134","Monaghan","000 Head","1.7"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE042","West","000 Head","9"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE04225","Galway","000 Head","4"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE04229","Mayo","000 Head","2.8"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE04230","Roscommon","000 Head","2.2"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE05","Southern","000 Head","25.8"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE051","Mid-West","000 Head","9.8"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE05116","Clare","000 Head","3.2"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE05118","Limerick","000 Head","2.8"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE05122","Tipperary","000 Head","3.8"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE052","South-East","000 Head","6.3"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE05201","Carlow","000 Head","0.8"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE05207","Kilkenny","000 Head","2.1"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE05214","Wexford","000 Head","1.9"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE05225","Waterford","000 Head","1.5"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE053","South-West","000 Head","9.7"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE05316","Cork","000 Head","7"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE05319","Kerry","000 Head","2.7"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE06","Eastern and Midland","000 Head","9.7"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE061","Dublin","000 Head","0.1"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE06106","Dublin and Mid-East","000 Head","4"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE06206","Kildare","000 Head","0.8"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE06210","Louth","000 Head","0.5"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE06211","Meath","000 Head","1.5"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE06215","Wicklow","000 Head","1"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE063","Midland","000 Head","5.7"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE06308","Laois","000 Head","1.7"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE06309","Longford","000 Head","1.1"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE06312","Offaly","000 Head","1.4"
"AAA10","Number of Cattle in June","2020","2020","04","Bulls","IE06313","Westmeath","000 Head","1.5"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","-","State","000 Head","798.5"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE04","Northern and Western","000 Head","210.5"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE041","Border","000 Head","82.1"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE04128","Leitrim","000 Head","5.2"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE04131","Sligo","000 Head","12.9"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE04132","Cavan","000 Head","22.7"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE04133","Donegal","000 Head","15.7"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE04134","Monaghan","000 Head","25.6"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE042","West","000 Head","128.4"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE04225","Galway","000 Head","60.5"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE04229","Mayo","000 Head","35.5"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE04230","Roscommon","000 Head","32.4"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE05","Southern","000 Head","362.6"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE051","Mid-West","000 Head","159"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE05116","Clare","000 Head","32.1"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE05118","Limerick","000 Head","50.5"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE05122","Tipperary","000 Head","76.4"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE052","South-East","000 Head","93.9"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE05201","Carlow","000 Head","11.3"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE05207","Kilkenny","000 Head","33.8"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE05214","Wexford","000 Head","24.7"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE05225","Waterford","000 Head","24"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE053","South-West","000 Head","109.8"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE05316","Cork","000 Head","81.5"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE05319","Kerry","000 Head","28.2"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE06","Eastern and Midland","000 Head","225.5"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE061","Dublin","000 Head","5"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE06106","Dublin and Mid-East","000 Head","109.8"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE06206","Kildare","000 Head","26.6"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE06210","Louth","000 Head","16.5"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE06211","Meath","000 Head","49.4"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE06215","Wicklow","000 Head","12.4"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE063","Midland","000 Head","115.6"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE06308","Laois","000 Head","30.4"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE06309","Longford","000 Head","16.4"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE06312","Offaly","000 Head","34.5"
"AAA10","Number of Cattle in June","2020","2020","05","Cattle: 2 years and over","IE06313","Westmeath","000 Head","34.5"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","-","State","000 Head","409.6"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE04","Northern and Western","000 Head","90"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE041","Border","000 Head","31.4"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE04128","Leitrim","000 Head","1"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE04131","Sligo","000 Head","4.7"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE04132","Cavan","000 Head","8.8"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE04133","Donegal","000 Head","5.8"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE04134","Monaghan","000 Head","11.1"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE042","West","000 Head","58.6"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE04225","Galway","000 Head","29.1"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE04229","Mayo","000 Head","15"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE04230","Roscommon","000 Head","14.6"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE05","Southern","000 Head","203.6"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE051","Mid-West","000 Head","93.7"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE05116","Clare","000 Head","16.8"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE05118","Limerick","000 Head","29.4"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE05122","Tipperary","000 Head","47.4"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE052","South-East","000 Head","52.4"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE05201","Carlow","000 Head","5.4"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE05207","Kilkenny","000 Head","21.1"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE05214","Wexford","000 Head","11.9"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE05225","Waterford","000 Head","14"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE053","South-West","000 Head","57.6"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE05316","Cork","000 Head","45.2"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE05319","Kerry","000 Head","12.4"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE06","Eastern and Midland","000 Head","115.9"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE061","Dublin","000 Head","1.6"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE06106","Dublin and Mid-East","000 Head","57"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE06206","Kildare","000 Head","16.4"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE06210","Louth","000 Head","7.9"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE06211","Meath","000 Head","25.7"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE06215","Wicklow","000 Head","5.5"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE063","Midland","000 Head","58.9"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE06308","Laois","000 Head","17.8"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE06309","Longford","000 Head","7.7"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE06312","Offaly","000 Head","17.7"
"AAA10","Number of Cattle in June","2020","2020","06","Cattle male: 2 years and over","IE06313","Westmeath","000 Head","15.6"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","-","State","000 Head","389"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE04","Northern and Western","000 Head","120.5"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE041","Border","000 Head","50.7"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE04128","Leitrim","000 Head","4.2"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE04131","Sligo","000 Head","8.2"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE04132","Cavan","000 Head","13.9"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE04133","Donegal","000 Head","10"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE04134","Monaghan","000 Head","14.4"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE042","West","000 Head","69.8"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE04225","Galway","000 Head","31.4"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE04229","Mayo","000 Head","20.5"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE04230","Roscommon","000 Head","17.9"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE05","Southern","000 Head","158.9"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE051","Mid-West","000 Head","65.3"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE05116","Clare","000 Head","15.2"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE05118","Limerick","000 Head","21"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE05122","Tipperary","000 Head","29"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE052","South-East","000 Head","41.4"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE05201","Carlow","000 Head","5.9"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE05207","Kilkenny","000 Head","12.7"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE05214","Wexford","000 Head","12.8"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE05225","Waterford","000 Head","10"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE053","South-West","000 Head","52.2"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE05316","Cork","000 Head","36.3"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE05319","Kerry","000 Head","15.9"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE06","Eastern and Midland","000 Head","109.6"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE061","Dublin","000 Head","3.4"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE06106","Dublin and Mid-East","000 Head","52.8"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE06206","Kildare","000 Head","10.2"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE06210","Louth","000 Head","8.6"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE06211","Meath","000 Head","23.7"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE06215","Wicklow","000 Head","6.9"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE063","Midland","000 Head","56.7"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE06308","Laois","000 Head","12.5"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE06309","Longford","000 Head","8.6"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE06312","Offaly","000 Head","16.7"
"AAA10","Number of Cattle in June","2020","2020","07","Cattle female: 2 years and over","IE06313","Westmeath","000 Head","18.8"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","-","State","000 Head","1795.8"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE04","Northern and Western","000 Head","433.4"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE041","Border","000 Head","199.2"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE04128","Leitrim","000 Head","11"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE04131","Sligo","000 Head","25.8"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE04132","Cavan","000 Head","55.1"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE04133","Donegal","000 Head","48.6"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE04134","Monaghan","000 Head","58.8"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE042","West","000 Head","234.3"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE04225","Galway","000 Head","111.1"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE04229","Mayo","000 Head","66.3"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE04230","Roscommon","000 Head","56.8"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE05","Southern","000 Head","931.3"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE051","Mid-West","000 Head","355.9"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE05116","Clare","000 Head","63.6"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE05118","Limerick","000 Head","109.8"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE05122","Tipperary","000 Head","182.5"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE052","South-East","000 Head","264.9"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE05201","Carlow","000 Head","29.3"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE05207","Kilkenny","000 Head","97.5"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE05214","Wexford","000 Head","75.3"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE05225","Waterford","000 Head","62.7"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE053","South-West","000 Head","310.6"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE05316","Cork","000 Head","243.6"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE05319","Kerry","000 Head","67"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE06","Eastern and Midland","000 Head","431"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE061","Dublin","000 Head","6.9"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE06106","Dublin and Mid-East","000 Head","187.5"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE06206","Kildare","000 Head","41.2"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE06210","Louth","000 Head","23"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE06211","Meath","000 Head","86.3"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE06215","Wicklow","000 Head","30.1"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE063","Midland","000 Head","243.5"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE06308","Laois","000 Head","73.3"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE06309","Longford","000 Head","30.6"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE06312","Offaly","000 Head","77.3"
"AAA10","Number of Cattle in June","2020","2020","08","Cattle: 1-2 years","IE06313","Westmeath","000 Head","62.2"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","-","State","000 Head","789.9"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE04","Northern and Western","000 Head","191.2"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE041","Border","000 Head","86.9"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE04128","Leitrim","000 Head","3.5"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE04131","Sligo","000 Head","10.4"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE04132","Cavan","000 Head","21.8"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE04133","Donegal","000 Head","24"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE04134","Monaghan","000 Head","27.2"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE042","West","000 Head","104.3"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE04225","Galway","000 Head","50.2"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE04229","Mayo","000 Head","28.8"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE04230","Roscommon","000 Head","25.4"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE05","Southern","000 Head","405.9"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE051","Mid-West","000 Head","166.9"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE05116","Clare","000 Head","30.5"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE05118","Limerick","000 Head","49.7"
"AAA10","Number of Cattle in June","2020","2020","09","Cattle male: 1-2 years","IE05122","Tipperary","000 Head","86.7"
