"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C03137V03789","Type of Cattle","C02196V04140","Region and County","UNIT","VALUE"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE05122","Tipperary","000 Head","100.6"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE052","South-East","000 Head","143.6"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE05201","Carlow","000 Head","15.6"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE05207","Kilkenny","000 Head","53"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE05214","Wexford","000 Head","40.4"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE05225","Waterford","000 Head","34.6"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE053","South-West","000 Head","179.4"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE05316","Cork","000 Head","134.9"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE05319","Kerry","000 Head","44.5"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE06","Eastern and Midland","000 Head","208.5"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE061","Dublin","000 Head","3"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE06106","Dublin and Mid-East","000 Head","88.4"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE06206","Kildare","000 Head","18.8"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE06210","Louth","000 Head","10.2"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE06211","Meath","000 Head","38"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE06215","Wicklow","000 Head","18.3"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE063","Midland","000 Head","120.1"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE06308","Laois","000 Head","38.3"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE06309","Longford","000 Head","16.3"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE06312","Offaly","000 Head","35.6"
"AAA10","Number of Cattle in June","2015","2015","12","Cattle male: under 1 year","IE06313","Westmeath","000 Head","29.9"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","-","State","000 Head","1047.8"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE04","Northern and Western","000 Head","267.1"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE041","Border","000 Head","124.2"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE04128","Leitrim","000 Head","11.4"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE04131","Sligo","000 Head","18"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE04132","Cavan","000 Head","36.2"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE04133","Donegal","000 Head","27.5"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE04134","Monaghan","000 Head","31.1"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE042","West","000 Head","142.9"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE04225","Galway","000 Head","67.3"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE04229","Mayo","000 Head","44.2"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE04230","Roscommon","000 Head","31.4"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE05","Southern","000 Head","570.9"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE051","Mid-West","000 Head","200.4"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE05116","Clare","000 Head","44.9"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE05118","Limerick","000 Head","59.9"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE05122","Tipperary","000 Head","95.6"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE052","South-East","000 Head","149.3"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE05201","Carlow","000 Head","15.2"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE05207","Kilkenny","000 Head","50.6"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE05214","Wexford","000 Head","43.5"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE05225","Waterford","000 Head","40"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE053","South-West","000 Head","221.2"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE05316","Cork","000 Head","165.3"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE05319","Kerry","000 Head","55.9"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE06","Eastern and Midland","000 Head","209.8"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE061","Dublin","000 Head","3"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE06106","Dublin and Mid-East","000 Head","94.1"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE06206","Kildare","000 Head","17.3"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE06210","Louth","000 Head","12.4"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE06211","Meath","000 Head","41.3"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE06215","Wicklow","000 Head","20.1"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE063","Midland","000 Head","115.7"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE06308","Laois","000 Head","33.5"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE06309","Longford","000 Head","16.1"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE06312","Offaly","000 Head","33.9"
"AAA10","Number of Cattle in June","2015","2015","13","Cattle female: under 1 year","IE06313","Westmeath","000 Head","32.1"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","-","State","000 Head","2244.2"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE04","Northern and Western","000 Head","546.5"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE041","Border","000 Head","240.5"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE04128","Leitrim","000 Head","15.5"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE04131","Sligo","000 Head","33.7"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE04132","Cavan","000 Head","62.1"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE04133","Donegal","000 Head","64.1"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE04134","Monaghan","000 Head","65.1"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE042","West","000 Head","306"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE04225","Galway","000 Head","148"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE04229","Mayo","000 Head","86.1"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE04230","Roscommon","000 Head","71.8"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE05","Southern","000 Head","1167.4"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE051","Mid-West","000 Head","463.1"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE05116","Clare","000 Head","91.1"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE05118","Limerick","000 Head","129.8"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE05122","Tipperary","000 Head","242.2"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE052","South-East","000 Head","330.5"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE05201","Carlow","000 Head","35"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE05207","Kilkenny","000 Head","128.2"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE05214","Wexford","000 Head","89.6"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE05225","Waterford","000 Head","77.7"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE053","South-West","000 Head","373.8"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE05316","Cork","000 Head","291.6"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE05319","Kerry","000 Head","82.2"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE06","Eastern and Midland","000 Head","530.3"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE061","Dublin","000 Head","7.2"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE06106","Dublin and Mid-East","000 Head","236.3"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE06206","Kildare","000 Head","56.4"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE06210","Louth","000 Head","28.7"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE06211","Meath","000 Head","107.8"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE06215","Wicklow","000 Head","36.2"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE063","Midland","000 Head","294"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE06308","Laois","000 Head","94.4"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE06309","Longford","000 Head","39.6"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE06312","Offaly","000 Head","86.6"
"AAA10","Number of Cattle in June","2015","2015","14","Total cattle: male","IE06313","Westmeath","000 Head","73.4"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","-","State","000 Head","4719.3"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE04","Northern and Western","000 Head","1177.4"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE041","Border","000 Head","553.1"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE04128","Leitrim","000 Head","49.5"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE04131","Sligo","000 Head","79.8"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE04132","Cavan","000 Head","160.9"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE04133","Donegal","000 Head","121.3"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE04134","Monaghan","000 Head","141.6"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE042","West","000 Head","624.3"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE04225","Galway","000 Head","290.2"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE04229","Mayo","000 Head","195.4"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE04230","Roscommon","000 Head","138.7"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE05","Southern","000 Head","2582.7"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE051","Mid-West","000 Head","895.2"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE05116","Clare","000 Head","195.3"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE05118","Limerick","000 Head","279.1"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE05122","Tipperary","000 Head","420.8"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE052","South-East","000 Head","662.1"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE05201","Carlow","000 Head","65"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE05207","Kilkenny","000 Head","221.2"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE05214","Wexford","000 Head","195.6"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE05225","Waterford","000 Head","180.3"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE053","South-West","000 Head","1025.4"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE05316","Cork","000 Head","767.5"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE05319","Kerry","000 Head","257.9"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE06","Eastern and Midland","000 Head","959.2"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE061","Dublin","000 Head","15.8"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE06106","Dublin and Mid-East","000 Head","442.1"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE06206","Kildare","000 Head","80.3"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE06210","Louth","000 Head","58.5"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE06211","Meath","000 Head","201.4"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE06215","Wicklow","000 Head","86.1"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE063","Midland","000 Head","517.1"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE06308","Laois","000 Head","148.5"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE06309","Longford","000 Head","74"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE06312","Offaly","000 Head","147"
"AAA10","Number of Cattle in June","2015","2015","15","Total cattle: female","IE06313","Westmeath","000 Head","147.6"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","-","State","000 Head","7221.2"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE04","Northern and Western","000 Head","1767.8"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE041","Border","000 Head","814.8"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE04128","Leitrim","000 Head","65.4"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE04131","Sligo","000 Head","116.3"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE04132","Cavan","000 Head","230.2"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE04133","Donegal","000 Head","189"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE04134","Monaghan","000 Head","213.9"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE042","West","000 Head","953"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE04225","Galway","000 Head","448.6"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE04229","Mayo","000 Head","286.7"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE04230","Roscommon","000 Head","217.7"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE05","Southern","000 Head","3908.5"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE051","Mid-West","000 Head","1420.5"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE05116","Clare","000 Head","294.2"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE05118","Limerick","000 Head","432.5"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE05122","Tipperary","000 Head","693.7"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE052","South-East","000 Head","1032.2"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE05201","Carlow","000 Head","104.3"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE05207","Kilkenny","000 Head","362"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE05214","Wexford","000 Head","297.1"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE05225","Waterford","000 Head","268.8"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE053","South-West","000 Head","1455.8"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE05316","Cork","000 Head","1105.5"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE05319","Kerry","000 Head","350.3"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE06","Eastern and Midland","000 Head","1544.9"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE061","Dublin","000 Head","23.2"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE06106","Dublin and Mid-East","000 Head","699.9"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE06206","Kildare","000 Head","141.4"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE06210","Louth","000 Head","88.9"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE06211","Meath","000 Head","320.5"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE06215","Wicklow","000 Head","125.9"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE063","Midland","000 Head","845"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE06308","Laois","000 Head","252.8"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE06309","Longford","000 Head","117.2"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE06312","Offaly","000 Head","246"
"AAA10","Number of Cattle in June","2016","2016","-","Total cattle","IE06313","Westmeath","000 Head","229"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","-","State","000 Head","2501.6"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE04","Northern and Western","000 Head","599"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE041","Border","000 Head","288.1"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE04128","Leitrim","000 Head","27.8"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE04131","Sligo","000 Head","41.2"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE04132","Cavan","000 Head","84.9"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE04133","Donegal","000 Head","63"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE04134","Monaghan","000 Head","71.2"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE042","West","000 Head","310.9"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE04225","Galway","000 Head","143.6"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE04229","Mayo","000 Head","100.2"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE04230","Roscommon","000 Head","67.1"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE05","Southern","000 Head","1440.8"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE051","Mid-West","000 Head","487.7"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE05116","Clare","000 Head","107.6"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE05118","Limerick","000 Head","156.1"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE05122","Tipperary","000 Head","224"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE052","South-East","000 Head","356.7"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE05201","Carlow","000 Head","31.9"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE05207","Kilkenny","000 Head","117.4"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE05214","Wexford","000 Head","104.7"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE05225","Waterford","000 Head","102.7"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE053","South-West","000 Head","596.4"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE05316","Cork","000 Head","445.7"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE05319","Kerry","000 Head","150.8"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE06","Eastern and Midland","000 Head","461.7"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE061","Dublin","000 Head","7.2"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE06106","Dublin and Mid-East","000 Head","215.7"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE06206","Kildare","000 Head","37.1"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE06210","Louth","000 Head","27.9"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE06211","Meath","000 Head","98.8"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE06215","Wicklow","000 Head","44.7"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE063","Midland","000 Head","246.1"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE06308","Laois","000 Head","75.6"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE06309","Longford","000 Head","37.7"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE06312","Offaly","000 Head","63"
"AAA10","Number of Cattle in June","2016","2016","01","Cows","IE06313","Westmeath","000 Head","69.8"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","-","State","000 Head","1397.9"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE04","Northern and Western","000 Head","164.9"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE041","Border","000 Head","104.8"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE04128","Leitrim","000 Head","2"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE04131","Sligo","000 Head","8.3"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE04132","Cavan","000 Head","37.5"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE04133","Donegal","000 Head","20.1"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE04134","Monaghan","000 Head","36.9"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE042","West","000 Head","60.1"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE04225","Galway","000 Head","34.2"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE04229","Mayo","000 Head","18.4"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE04230","Roscommon","000 Head","7.5"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE05","Southern","000 Head","1014.8"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE051","Mid-West","000 Head","307.5"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE05116","Clare","000 Head","31.9"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE05118","Limerick","000 Head","115.7"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE05122","Tipperary","000 Head","159.8"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE052","South-East","000 Head","242.2"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE05201","Carlow","000 Head","14.4"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE05207","Kilkenny","000 Head","80.2"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE05214","Wexford","000 Head","69.3"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE05225","Waterford","000 Head","78.4"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE053","South-West","000 Head","465.1"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE05316","Cork","000 Head","363"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE05319","Kerry","000 Head","102.1"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE06","Eastern and Midland","000 Head","218.2"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE061","Dublin","000 Head","3.2"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE06106","Dublin and Mid-East","000 Head","113.6"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE06206","Kildare","000 Head","15.8"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE06210","Louth","000 Head","15.5"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE06211","Meath","000 Head","58.1"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE06215","Wicklow","000 Head","21"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE063","Midland","000 Head","104.6"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE06308","Laois","000 Head","40.2"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE06309","Longford","000 Head","9.7"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE06312","Offaly","000 Head","28.6"
"AAA10","Number of Cattle in June","2016","2016","02","Dairy cows","IE06313","Westmeath","000 Head","26.2"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","-","State","000 Head","1103.7"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE04","Northern and Western","000 Head","434.1"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE041","Border","000 Head","183.3"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE04128","Leitrim","000 Head","25.9"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE04131","Sligo","000 Head","32.9"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE04132","Cavan","000 Head","47.4"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE04133","Donegal","000 Head","42.9"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE04134","Monaghan","000 Head","34.3"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE042","West","000 Head","250.8"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE04225","Galway","000 Head","109.5"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE04229","Mayo","000 Head","81.8"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE04230","Roscommon","000 Head","59.6"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE05","Southern","000 Head","426"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE051","Mid-West","000 Head","180.2"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE05116","Clare","000 Head","75.7"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE05118","Limerick","000 Head","40.3"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE05122","Tipperary","000 Head","64.2"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE052","South-East","000 Head","114.5"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE05201","Carlow","000 Head","17.5"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE05207","Kilkenny","000 Head","37.2"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE05214","Wexford","000 Head","35.4"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE05225","Waterford","000 Head","24.3"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE053","South-West","000 Head","131.3"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE05316","Cork","000 Head","82.7"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE05319","Kerry","000 Head","48.7"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE06","Eastern and Midland","000 Head","243.6"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE061","Dublin","000 Head","4"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE06106","Dublin and Mid-East","000 Head","102.1"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE06206","Kildare","000 Head","21.4"
